;open_time;close_time;interval;open_price;close_price;low_price;high_price;volume;nr_trades
0;1576636200;1576637999;1799;125.41;124.75;124.23;125.52;15358.83254;6088
1;1576638000;1576639799;1799;124.8;124.54;124.5;125.3;12434.18824;5386
2;1576639800;1576641599;1799;124.56;123.9;123.79;124.68;11484.19722;6396
3;1576641600;1576643399;1799;123.89;123.9;123.74;124.48;13134.00952;4420
4;1576643400;1576645199;1799;123.9;123.73;123.21;123.94;10161.59126;4930
5;1576645200;1576646999;1799;123.72;123.41;123.12;123.84;9426.34818;4788
6;1576647000;1576648799;1799;123.4;123.23;122.88;123.43;13358.72702;4874
7;1576648800;1576650599;1799;123.23;123.33;123.13;123.74;13251.66032;3838
8;1576650600;1576652399;1799;123.33;121.88;121.49;123.33;39035.3503;10300
9;1576652400;1576654199;1799;121.87;121.13;120.67;122.01;36671.86806;9704
10;1576654200;1576655999;1799;121.12;121.69;120.76;121.94;19288.95592;6350
11;1576656000;1576657799;1799;121.68;122.07;121.55;122.6;22509.98056;7378
12;1576657800;1576659599;1799;122.09;121.66;121.33;122.38;15938.31032;4766
13;1576659600;1576661399;1799;121.71;122.29;121.45;122.46;17319.90222;4716
14;1576661400;1576663199;1799;122.29;122.06;122.0;122.6;24036.0507;5082
15;1576663200;1576664999;1799;122.05;122.85;122.01;123.98;45098.261;9486
16;1576665000;1576666799;1799;122.85;123.49;122.85;123.68;19929.99492;5180
17;1576666800;1576668599;1799;123.48;122.4;122.25;123.53;13823.57776;5488
18;1576668600;1576670399;1799;122.4;121.67;121.51;122.51;14175.33416;5746
19;1576670400;1576672199;1799;121.68;121.52;121.02;122.11;22262.09578;9270
20;1576672200;1576673999;1799;121.52;120.61;119.56;121.59;74341.03626;14258
21;1576674000;1576675799;1799;120.67;119.17;116.26;120.67;131221.50084;34740
22;1576675800;1576677599;1799;119.16;122.26;118.7;122.66;136725.68164;35798
23;1576677600;1576679399;1799;122.26;123.31;121.9;125.12;112747.02596;25960
24;1576679400;1576681199;1799;123.28;123.34;122.24;123.53;27719.06714;9936
25;1576681200;1576682999;1799;123.36;128.17;123.33;128.32;100220.45454;26124
26;1576683000;1576684799;1799;128.17;127.32;126.19;128.69;74243.42512;16882
27;1576684800;1576686599;1799;127.37;126.38;125.67;128.92;61703.93826;17162
28;1576686600;1576688399;1799;126.37;128.47;126.37;128.56;36645.28818;11534
29;1576688400;1576690199;1799;128.43;127.56;127.42;129.4;45298.50368;12098
30;1576690200;1576691999;1799;127.56;127.17;126.81;127.62;19743.36362;6238
31;1576692000;1576693799;1799;127.16;126.94;126.46;127.71;19487.8989;6798
32;1576693800;1576695599;1799;126.96;127.27;126.49;127.36;10566.49744;4682
33;1576695600;1576697399;1799;127.27;127.84;127.11;128.22;14267.44462;5728
34;1576697400;1576699199;1799;127.85;128.74;127.79;129.2;39938.21552;11760
35;1576699200;1576700999;1799;128.7;129.85;128.26;130.51;78942.08308;21164
36;1576701000;1576702799;1799;129.86;129.65;129.06;132.43;74741.56754;20622
37;1576702800;1576704599;1799;129.61;130.41;129.27;130.52;23486.31846;7798
38;1576704600;1576706399;1799;130.41;130.34;129.8;133.19;59915.18568;14600
39;1576706400;1576708199;1799;130.33;131.1;130.33;131.34;12713.5157;6548
40;1576708200;1576709999;1799;131.1;133.84;130.9;134.87;45826.70446;13872
41;1576710000;1576711799;1799;133.75;131.86;131.5;133.86;52856.03202;14748
42;1576711800;1576713599;1799;131.9;132.78;131.76;133.18;13562.61238;5652
43;1576713600;1576715399;1799;132.8;132.43;132.4;134.0;33051.77894;9756
44;1576715400;1576717199;1799;132.44;130.62;130.31;132.49;35976.80868;10496
45;1576717200;1576718999;1799;130.65;127.82;126.5;130.88;105739.61902;28334
46;1576719000;1576720799;1799;127.87;128.28;127.18;128.78;20343.49326;8308
47;1576720800;1576722599;1799;128.28;128.96;127.71;129.23;16430.8928;5364
48;1576722600;1576724399;1799;128.94;128.48;128.0;128.99;12813.3837;5522
49;1576724400;1576726199;1799;128.47;128.51;128.18;128.62;6465.99318;3320
50;1576726200;1576727999;1799;128.53;129.02;128.2;129.18;15342.25452;6158
51;1576728000;1576729799;1799;129.02;128.38;128.06;129.03;10117.1838;4686
52;1576729800;1576731599;1799;128.38;128.28;127.93;128.43;6367.9289;3448
53;1576731600;1576733399;1799;128.28;128.03;127.46;128.3;13572.53012;6020
54;1576733400;1576735199;1799;128.03;128.23;127.6;128.67;13007.47788;5452
55;1576735200;1576736999;1799;128.22;127.72;127.47;128.28;17788.36758;5656
56;1576737000;1576738799;1799;127.71;127.6;127.6;127.93;6587.4195;3400
57;1576738800;1576740599;1799;127.6;128.02;127.45;128.09;10686.70528;5852
58;1576740600;1576742399;1799;128.08;127.45;127.24;128.23;20302.2224;7838
59;1576742400;1576744199;1799;127.46;127.29;127.2;127.66;10988.52394;4814
60;1576744200;1576745999;1799;127.3;127.18;127.13;127.54;8610.52484;4926
61;1576746000;1576747799;1799;127.17;126.06;125.69;127.48;39785.2383;10000
62;1576747800;1576749599;1799;126.06;126.93;125.74;127.53;27944.50198;9320
63;1576749600;1576751399;1799;126.9;128.3;126.9;128.47;22666.1151;8736
64;1576751400;1576753199;1799;128.31;127.7;127.63;128.34;11017.25524;5002
65;1576753200;1576754999;1799;127.7;127.18;126.71;127.91;14012.34266;6286
66;1576755000;1576756799;1799;127.15;126.05;126.0;127.15;20745.96944;7892
67;1576756800;1576758599;1799;126.07;126.55;125.86;126.97;18987.04222;7028
68;1576758600;1576760399;1799;126.54;126.98;126.17;127.6;15201.99676;6308
69;1576760400;1576762199;1799;127.0;127.32;126.61;127.91;23691.4318;8186
70;1576762200;1576763999;1799;127.28;126.28;125.89;127.32;33737.85202;12040
71;1576764000;1576765799;1799;126.25;126.25;126.04;126.64;11622.79854;5198
72;1576765800;1576767599;1799;126.25;126.87;126.04;126.96;9900.31994;4632
