;open_time;close_time;interval;open_price;close_price;low_price;high_price;volume;nr_trades
0;1576713600;1576799999;86399;7277.83;7150.3;7038.31;7380.0;111018.09815;879522
1;1576800000;1576886399;86399;7151.31;7187.83;7079.5;7220.0;64264.13841;625532
2;1576886400;1576972799;86399;7188.01;7132.75;7105.0;7190.58;38934.348056;424324
3;1576972800;1577059199;86399;7131.59;7501.44;7122.47;7518.54;78274.9103;713224
4;1577059200;1577145599;86399;7500.71;7317.09;7265.84;7695.38;136103.994406;1061338
5;1577145600;1577231999;86399;7317.3;7255.77;7157.04;7436.68;87258.988376;769356
6;1577232000;1577318399;86399;7255.77;7204.63;7128.86;7271.77;54984.088646;579848
7;1577318400;1577404799;86399;7205.01;7202.0;7157.12;7435.0;72519.522152;675390
8;1577404800;1577491199;86399;7202.0;7254.74;7076.42;7275.86;67285.403722;594524
9;1577491200;1577577599;86399;7254.77;7316.14;7238.67;7365.01;53697.964398;545214
10;1577577600;1577663999;86399;7315.36;7388.24;7288.0;7528.45;62774.21217;566426
11;1577664000;1577750399;86399;7388.43;7246.0;7220.0;7408.24;59211.823564;558066
12;1577750400;1577836799;86399;7246.0;7195.23;7145.01;7320.0;51908.907066;503952
13;1577836800;1577923199;86399;7195.24;7200.85;7175.15;7255.0;33584.77633;388020
14;1577923200;1578009599;86399;7200.77;6965.71;6924.74;7212.5;63902.967864;605334
15;1578009600;1578095999;86399;6965.49;7344.96;6871.04;7405.0;136857.000902;1039708
16;1578096000;1578182399;86399;7345.0;7354.11;7272.21;7404.0;59975.949954;558740
17;1578182400;1578268799;86399;7354.19;7358.75;7318.0;7495.0;76662.171208;658418
18;1578268800;1578355199;86399;7357.64;7758.0;7346.76;7795.34;109271.390632;899874
19;1578355200;1578441599;86399;7758.9;8145.28;7723.71;8207.68;182343.369322;1370630
20;1578441600;1578527999;86399;8145.92;8055.98;7870.0;8455.0;225245.28528;1660750
21;1578528000;1578614399;86399;8054.72;7817.76;7750.0;8055.96;128479.03966;957600
22;1578614400;1578700799;86399;7817.74;8197.02;7672.0;8199.0;164813.554896;1212202
23;1578700800;1578787199;86399;8198.86;8020.01;8003.16;8286.34;109620.065334;938262
24;1578787200;1578873599;86399;8020.01;8184.98;7960.0;8197.0;76262.988672;701324
25;1578873600;1578959999;86399;8184.97;8110.34;8055.89;8196.0;62319.511366;578288
26;1578960000;1579046399;86399;8110.34;8810.01;8105.54;8880.0;240798.253484;1830656
27;1579046400;1579132799;86399;8814.64;8821.41;8564.0;8916.48;169632.595212;1528096
28;1579132800;1579219199;86399;8820.01;8720.01;8586.0;8859.81;103982.148568;1086128
29;1579219200;1579305599;86399;8720.15;8913.28;8672.44;9041.65;141795.474754;1352806
30;1579305600;1579391999;86399;8913.27;8915.96;8806.38;8988.88;76589.49309;916364
31;1579392000;1579478399;86399;8915.09;8701.7;8466.0;9198.98;141353.778518;1231330
32;1579478400;1579564799;86399;8701.72;8642.35;8521.28;8746.99;77793.279492;770012
33;1579564800;1579651199;86399;8642.35;8736.03;8488.0;8789.0;72989.375318;731242
34;1579651200;1579737599;86399;8736.04;8682.36;8590.0;8818.0;58161.114276;634848
35;1579737600;1579823999;86399;8682.77;8404.52;8306.39;8691.81;96331.889194;929610
36;1579824000;1579910399;86399;8404.52;8439.0;8238.0;8528.02;83375.059058;814542
37;1579910400;1579996799;86399;8438.99;8340.58;8254.9;8451.26;51042.315864;566236
38;1579996800;1580083199;86399;8340.01;8615.0;8293.66;8618.13;62260.970328;665224
39;1580083200;1580169599;86399;8614.39;8907.57;8535.0;9000.0;107947.085992;1028392
40;1580169600;1580255999;86399;8907.57;9374.21;8862.4;9400.0;149169.70753;1233356
41;1580256000;1580342399;86399;9375.34;9301.53;9216.0;9449.24;107728.130244;985090
42;1580342400;1580428799;86399;9301.57;9513.21;9204.44;9578.0;121253.488518;1059140
43;1580428800;1580515199;86399;9511.52;9352.89;9210.01;9530.22;91104.044704;857094
44;1580515200;1580601599;86399;9351.71;9384.61;9281.0;9464.53;57156.134708;669944
45;1580601600;1580687999;86399;9384.41;9331.51;9120.0;9477.03;91381.82508;893116
46;1580688000;1580774399;86399;9331.59;9292.24;9234.0;9618.79;101784.266902;984248
47;1580774400;1580860799;86399;9291.35;9197.02;9093.01;9350.0;106616.350532;1057860
48;1580860800;1580947199;86399;9197.02;9612.04;9177.22;9744.45;129740.83123;1323516
49;1580947200;1581033599;86399;9612.03;9772.0;9526.35;9862.57;129899.413176;1364358
50;1581033600;1581119999;86399;9772.0;9813.73;9730.0;9885.0;87932.229264;1164498
51;1581120000;1581206399;86399;9813.87;9895.05;9667.11;9940.0;87201.687332;1029146
52;1581206400;1581292799;86399;9895.04;10151.75;9880.75;10166.0;86816.951232;1073696
53;1581292800;1581379199;86399;10151.72;9851.83;9756.0;10188.0;119146.169238;1380616
54;1581379200;1581465599;86399;9851.74;10223.08;9700.0;10323.59;124844.790448;1420340
55;1581465600;1581551999;86399;10223.08;10326.46;10223.08;10450.0;122016.12786;1715310
56;1581552000;1581638399;86399;10325.33;10229.63;10080.0;10500.0;158688.717518;1865604
57;1581638400;1581724799;86399;10227.78;10344.36;10111.37;10381.56;94076.960346;1244620
58;1581724800;1581811199;86399;10344.36;9904.72;9801.0;10375.0;115314.405894;1479562
59;1581811200;1581897599;86399;9904.46;9917.27;9638.12;10050.0;120047.999074;1416140
60;1581897600;1581983999;86399;9910.7;9706.0;9452.67;9964.16;140522.023802;1556116
61;1581984000;1582070399;86399;9706.0;10164.71;9576.01;10250.0;141208.248038;1446826
62;1582070400;1582156799;86399;10164.78;9593.79;9350.0;10250.0;110325.17379;1177520
63;1582156800;1582243199;86399;9594.65;9596.42;9400.0;9699.0;120304.685828;1334774
64;1582243200;1582329599;86399;9597.21;9677.05;9550.21;9755.51;84363.109048;941198
65;1582329600;1582415999;86399;9677.05;9650.86;9560.02;9709.17;49273.515246;639922
66;1582416000;1582502399;86399;9650.85;9936.4;9645.0;9990.0;75404.179686;883870
67;1582502400;1582588799;86399;9936.4;9656.13;9473.56;9990.0;111593.19224;1178768
68;1582588800;1582675199;86399;9655.52;9315.84;9250.0;9675.0;108758.689104;1158158
69;1582675200;1582761599;86399;9316.48;8785.25;8633.63;9377.44;184260.690964;1742036
70;1582761600;1582847999;86399;8786.0;8823.21;8531.0;8971.77;144967.157524;1393292
71;1582848000;1582934399;86399;8823.25;8692.91;8445.0;8900.0;142310.417954;1311454
72;1582934400;1583020799;86399;8690.8;8523.61;8523.55;8790.0;73496.36607;828350
73;1583020800;1583107199;86399;8523.61;8531.88;8411.0;8750.0;87784.403558;944038
74;1583107200;1583193599;86399;8530.3;8915.24;8498.0;8965.75;120802.63546;1129070
75;1583193600;1583279999;86399;8911.18;8760.07;8651.0;8919.65;110309.994564;1025524
76;1583280000;1583366399;86399;8760.07;8750.87;8660.0;8848.29;77392.965156;909634
77;1583366400;1583452799;86399;8750.99;9054.68;8746.54;9159.42;116403.73271;1239104
78;1583452800;1583539199;86399;9054.64;9131.88;8985.5;9170.0;87565.896088;986432
79;1583539200;1583625599;86399;9130.89;8886.66;8835.0;9188.0;90844.40905;970800
80;1583625600;1583711999;86399;8885.25;8033.31;8000.0;8886.76;155074.630332;1481482
81;1583712000;1583798399;86399;8034.76;7929.87;7632.01;8179.31;233937.726536;1858468
82;1583798400;1583884799;86399;7929.87;7894.56;7728.01;8149.0;173566.88775;1475056
83;1583884800;1583971199;86399;7894.57;7934.52;7590.0;7980.0;159884.822344;1398802
84;1583971200;1584057599;86399;7934.58;4800.0;4410.0;7966.17;523011.217306;3541624
85;1584057600;1584143999;86399;4800.01;5578.6;3782.13;5955.0;804403.347528;4619660
86;1584144000;1584230399;86399;5576.05;5172.06;5055.13;5640.52;273820.271948;2212250
87;1584230400;1584316799;86399;5172.48;5361.3;5093.1;5940.0;279832.293068;2075428
88;1584316800;1584403199;86399;5360.33;5028.97;4442.12;5365.42;454553.84552;3216352
89;1584403200;1584489599;86399;5028.86;5312.64;4921.45;5525.0;300179.852636;2138434
90;1584489600;1584575999;86399;5312.64;5393.04;5009.37;5436.17;274255.269788;1925686
91;1584576000;1584662399;86399;5393.26;6162.37;5252.53;6400.0;398041.746878;2807216
92;1584662400;1584748799;86399;6162.05;6208.36;5670.0;6900.0;438596.659028;3160138
93;1584748800;1584835199;86399;6204.57;6186.98;5860.02;6456.98;257827.336726;1981948
94;1584835200;1584921599;86399;6187.04;5816.19;5734.01;6407.87;238231.981054;1904518
95;1584921600;1585007999;86399;5816.05;6467.31;5688.0;6600.0;329348.43157;2198812
96;1585008000;1585094399;86399;6465.25;6744.72;6371.33;6833.0;302276.019756;2025338
97;1585094400;1585180799;86399;6744.69;6677.43;6450.0;6957.96;264311.469978;1824358
98;1585180800;1585267199;86399;6677.42;6737.36;6510.0;6780.0;166053.110422;1336934
99;1585267200;1585353599;86399;6737.27;6359.11;6261.0;6842.59;165829.936708;1287262
100;1585353600;1585439999;86399;6359.11;6236.65;6024.0;6360.0;186319.386858;1451176
101;1585440000;1585526399;86399;6236.65;5881.42;5866.56;6266.0;126623.255428;993418
102;1585526400;1585612799;86399;5880.5;6394.38;5857.76;6599.0;237779.099984;1568068
103;1585612800;1585699199;86399;6394.45;6410.44;6321.4;6523.23;144675.190518;1076462
104;1585699200;1585785599;86399;6412.14;6642.92;6150.11;6679.94;195001.5048;1516122
105;1585785600;1585871999;86399;6643.36;6794.09;6551.0;7198.0;298599.813742;2202086
106;1585872000;1585958399;86399;6793.86;6734.1;6602.1;7048.0;208160.553878;1680912
107;1585958400;1586044799;86399;6732.97;6856.99;6650.01;6990.41;145981.722278;1318102
108;1586044800;1586131199;86399;6857.41;6772.78;6677.52;6895.54;99370.713966;1012866
109;1586131200;1586217599;86399;6772.78;7329.9;6765.0;7355.14;236104.001664;1913172
110;1586217600;1586303999;86399;7329.9;7197.32;7077.0;7459.69;207170.337836;1848872
111;1586304000;1586390399;86399;7197.32;7361.28;7150.0;7420.0;152118.291676;1501032
112;1586390400;1586476799;86399;7360.26;7283.54;7108.08;7371.92;122189.744834;1372414
113;1586476800;1586563199;86399;7283.54;6858.92;6739.98;7295.75;209349.24675;1898100
114;1586563200;1586649599;86399;6858.92;6876.83;6760.0;6944.3;90940.586412;969236
115;1586649600;1586735999;86399;6876.84;6903.79;6780.0;7177.0;147737.333002;1296646
116;1586736000;1586822399;86399;6903.79;6837.91;6575.0;6903.79;192830.953146;1608358
117;1586822400;1586908799;86399;6838.04;6868.7;6754.28;6978.0;138137.24657;1217330
118;1586908800;1586995199;86399;6868.57;6621.24;6605.0;6933.0;123142.769988;1162748
119;1586995200;1587081599;86399;6621.25;7101.94;6468.27;7190.0;250019.715078;1942326
120;1587081600;1587167999;86399;7101.99;7027.55;6972.98;7148.12;108253.019526;1075108
121;1587168000;1587254399;86399;7026.78;7248.6;7014.4;7293.08;98977.085638;989340
122;1587254400;1587340799;86399;7248.6;7120.74;7055.6;7266.15;91329.72786;967148
123;1587340800;1587427199;86399;7121.4;6826.83;6751.0;7220.0;180298.98274;1570348
124;1587427200;1587513599;86399;6828.98;6841.37;6762.0;6940.0;120219.421616;1111594
125;1587513600;1587599999;86399;6841.36;7125.14;6818.0;7156.38;122972.754668;1017318
126;1587600000;1587686399;86399;7125.12;7482.39;7020.0;7738.0;205547.139122;1762198
127;1587686400;1587772799;86399;7483.96;7505.0;7388.0;7615.96;120364.239878;1202186
128;1587772800;1587859199;86399;7505.0;7538.67;7431.07;7705.0;87748.855452;1043886
129;1587859200;1587945599;86399;7539.03;7693.1;7480.0;7700.0;101045.232418;1108960
130;1587945600;1588031999;86399;7693.1;7774.62;7606.0;7792.02;130882.679152;1275600
131;1588032000;1588118399;86399;7773.51;7738.98;7659.12;7780.0;92605.505276;998828
132;1588118400;1588204799;86399;7738.58;8778.57;7710.05;8952.89;367093.775028;2866256
133;1588204800;1588291199;86399;8778.58;8620.0;8401.0;9460.0;412554.428248;3323108
134;1588291200;1588377599;86399;8620.0;8826.96;8613.56;9059.18;182937.630118;1731920
135;1588377600;1588463999;86399;8825.67;8972.05;8753.0;9010.0;118004.1751;1275768
136;1588464000;1588550399;86399;8972.58;8894.16;8712.0;9200.0;180252.131286;1754920
137;1588550400;1588636799;86399;8894.15;8871.96;8522.0;8950.0;168837.024662;1697604
138;1588636800;1588723199;86399;8871.92;9021.83;8760.0;9118.58;152961.530684;1625086
139;1588723200;1588809599;86399;9021.36;9142.92;8906.21;9395.0;211850.60484;2015322
140;1588809600;1588895999;86399;9143.4;9986.4;9021.0;10067.0;294309.222756;2509670
141;1588896000;1588982399;86399;9986.3;9800.01;9705.0;10035.96;201367.5928;1935632
142;1588982400;1589068799;86399;9800.02;9539.4;9520.0;9914.25;163901.359134;1678768
143;1589068800;1589155199;86399;9539.1;8722.77;8117.0;9574.83;367730.364056;3131542
144;1589155200;1589241599;86399;8722.77;8561.52;8200.0;9168.0;337614.503664;2734764
145;1589241600;1589327999;86399;8562.04;8810.79;8528.78;8978.26;173045.560132;1569718
146;1589328000;1589414399;86399;8810.99;9309.37;8792.99;9398.0;184932.548036;1738432
147;1589414400;1589500799;86399;9309.35;9791.98;9256.76;9939.0;259130.75494;2399060
148;1589500800;1589587199;86399;9791.97;9316.42;9150.0;9845.62;231781.523032;2111260
149;1589587200;1589673599;86399;9315.96;9381.27;9220.0;9588.0;119175.255724;1384056
150;1589673600;1589759999;86399;9380.81;9680.04;9322.1;9888.0;137295.528646;1445436
151;1589760000;1589846399;86399;9681.11;9733.93;9464.23;9950.0;164013.207166;1588584
152;1589846400;1589932799;86399;9733.93;9775.53;9474.0;9897.21;157079.520908;1547162
153;1589932800;1590019199;86399;9775.13;9511.43;9326.0;9842.0;149847.47618;1462378
154;1590019200;1590105599;86399;9511.43;9068.65;8815.0;9578.47;217857.561938;1903942
155;1590105600;1590191999;86399;9067.51;9170.0;8933.52;9271.0;117886.262048;1387388
156;1590192000;1590278399;86399;9170.0;9179.15;9070.0;9307.85;87052.593932;1024920
157;1590278400;1590364799;86399;9179.01;8720.34;8700.0;9298.0;140759.7329;1548176
158;1590364800;1590451199;86399;8718.14;8900.35;8642.72;8979.66;125667.821898;1467114
159;1590451200;1590537599;86399;8900.35;8841.18;8700.0;9017.67;116599.540276;1356608
160;1590537600;1590623999;86399;8841.0;9204.07;8811.73;9225.0;137820.711028;1325700
