;open_time;close_time;interval;open_price;close_price;low_price;high_price;volume;nr_trades
0;1576634400;1576637999;3599;6660.51;6703.6;6646.88;6712.6;3355.501616;34302
1;1576638000;1576641599;3599;6702.75;6686.91;6679.38;6725.69;3110.43317;32152
2;1576641600;1576645199;3599;6686.89;6675.38;6658.66;6717.56;2970.079488;27506
3;1576645200;1576648799;3599;6675.35;6668.58;6649.1;6686.63;2288.011448;24006
4;1576648800;1576652399;3599;6668.58;6629.11;6613.15;6685.36;3680.99227;31506
5;1576652400;1576655999;3599;6629.45;6619.51;6590.01;6632.63;5125.975964;37778
6;1576656000;1576659599;3599;6619.06;6623.47;6611.41;6656.03;3766.81203;31914
7;1576659600;1576663199;3599;6624.02;6634.39;6621.06;6656.66;2918.285352;26726
8;1576663200;1576666799;3599;6634.39;6655.04;6620.31;6668.84;3519.850838;30948
9;1576666800;1576670399;3599;6655.8;6615.24;6608.44;6660.4;3165.083504;26552
10;1576670400;1576673999;3599;6615.24;6541.47;6500.0;6629.44;11917.276284;78264
11;1576674000;1576677599;3599;6541.47;6674.55;6435.0;6684.88;23466.355666;145522
12;1576677600;1576681199;3599;6675.33;6697.34;6639.93;6737.6;11203.71057;76422
13;1576681200;1576684799;3599;6697.99;6823.49;6697.36;6863.08;16127.477978;102238
14;1576684800;1576688399;3599;6824.55;6874.74;6770.0;6929.2;9963.934648;70546
15;1576688400;1576691999;3599;6877.46;6859.92;6830.0;6925.13;6523.827824;52852
16;1576692000;1576695599;3599;6860.22;6860.9;6820.0;6878.65;3656.815636;37344
17;1576695600;1576699199;3599;6860.9;6956.86;6852.28;6966.05;10711.648062;69832
18;1576699200;1576702799;3599;6956.09;7108.95;6941.0;7214.88;25509.712638;162030
19;1576702800;1576706399;3599;7111.69;7125.0;7106.74;7199.0;6832.863908;58288
20;1576706400;1576709999;3599;7123.97;7422.96;7123.97;7440.0;11952.146508;91580
21;1576710000;1576713599;3599;7422.6;7277.83;7221.6;7438.1;12684.594288;108738
22;1576713600;1576717199;3599;7277.83;7234.99;7206.7;7380.0;12843.315864;79306
23;1576717200;1576720799;3599;7234.81;7157.2;7122.5;7237.57;9623.903278;60994
24;1576720800;1576724399;3599;7157.73;7150.4;7130.0;7187.85;3110.596638;29410
25;1576724400;1576727999;3599;7150.5;7158.94;7150.0;7180.96;2776.095544;24206
26;1576728000;1576731599;3599;7158.94;7139.85;7129.87;7162.32;2654.951472;26082
27;1576731600;1576735199;3599;7139.77;7147.21;7110.02;7167.85;4568.15622;34650
28;1576735200;1576738799;3599;7146.66;7135.53;7126.86;7166.84;2978.960022;23926
29;1576738800;1576742399;3599;7135.39;7092.54;7076.65;7142.93;4223.440242;31154
30;1576742400;1576745999;3599;7091.31;7076.2;7066.0;7117.15;4358.096702;37448
31;1576746000;1576749599;3599;7076.78;7121.23;7038.31;7159.62;7087.057084;51498
32;1576749600;1576753199;3599;7121.23;7153.73;7120.12;7200.0;7890.230466;49308
33;1576753200;1576756799;3599;7153.72;7150.0;7123.79;7179.99;3482.866626;31150
34;1576756800;1576760399;3599;7150.56;7189.53;7142.03;7220.0;5955.565932;44182
35;1576760400;1576763999;3599;7189.37;7088.03;7060.01;7234.0;11102.734402;72368
36;1576764000;1576767599;3599;7088.28;7122.58;7069.16;7123.72;4556.290008;38676
37;1576767600;1576771199;3599;7123.29;7145.84;7108.04;7175.19;3969.837856;38846
38;1576771200;1576774799;3599;7145.99;7136.57;7117.12;7173.47;3293.77145;31964
39;1576774800;1576778399;3599;7136.76;7133.17;7111.0;7158.6;2876.199536;29872
40;1576778400;1576781999;3599;7131.75;7157.52;7119.16;7169.0;2679.919248;28596
41;1576782000;1576785599;3599;7157.53;7177.05;7138.32;7185.0;2418.664584;24914
42;1576785600;1576789199;3599;7177.89;7151.07;7137.89;7181.99;2961.87656;24612
43;1576789200;1576792799;3599;7151.07;7157.78;7128.02;7170.87;2191.294768;23252
44;1576792800;1576796399;3599;7157.15;7157.69;7131.62;7164.02;1784.00273;23536
45;1576796400;1576799999;3599;7157.75;7150.3;7137.29;7165.9;1630.270918;19572
46;1576800000;1576803599;3599;7151.31;7124.96;7079.5;7160.0;3767.915994;34692
47;1576803600;1576807199;3599;7124.53;7102.27;7093.0;7129.63;2568.712642;22158
48;1576807200;1576810799;3599;7102.27;7124.95;7098.48;7140.78;2219.999916;22048
49;1576810800;1576814399;3599;7123.77;7134.14;7120.44;7142.39;1957.350682;19386
50;1576814400;1576817999;3599;7134.14;7125.01;7120.54;7139.99;1766.525934;17694
51;1576818000;1576821599;3599;7124.83;7090.81;7089.91;7136.0;2850.411166;25274
52;1576821600;1576825199;3599;7089.52;7107.25;7082.38;7132.37;2689.45485;23854
53;1576825200;1576828799;3599;7106.36;7145.07;7104.41;7160.0;2660.08827;26348
54;1576828800;1576832399;3599;7145.09;7135.1;7091.76;7175.67;3479.887732;35114
55;1576832400;1576835999;3599;7134.49;7132.98;7126.0;7159.81;2471.62673;27264
56;1576836000;1576839599;3599;7132.99;7144.94;7129.99;7148.66;1750.576636;19648
57;1576839600;1576843199;3599;7144.92;7149.5;7133.5;7158.54;2048.90427;21300
