;open_time;close_time;interval;open_price;close_price;low_price;high_price;volume;nr_trades
0;1578009600;1578095999;86399;113.8;120.0;113.8;120.0;101.56064;112
1;1578096000;1578182399;86399;120.0;120.39;119.29;120.39;43.62822;44
2;1578182400;1578268799;86399;120.39;121.1;120.39;123.54;21.94222;56
3;1578268800;1578355199;86399;121.2;128.14;121.2;128.14;143.01874;222
4;1578355200;1578441599;86399;128.86;128.1;124.71;129.85;151.5177;276
5;1578441600;1578527999;86399;128.2;126.21;123.84;132.28;478.86164;496
6;1578528000;1578614399;86399;126.21;123.57;121.28;126.68;109.42548;394
7;1578614400;1578700799;86399;123.84;129.99;121.67;130.58;336.1474;428
8;1578700800;1578787199;86399;129.52;128.51;128.1;132.6;236.43308;312
9;1578787200;1578873599;86399;128.14;131.57;127.8;131.57;82.05496;180
10;1578873600;1578959999;86399;130.71;129.05;127.68;130.77;62.027;196
11;1578960000;1579046399;86399;129.05;149.3;129.05;152.68;557.06894;716
12;1579046400;1579132799;86399;149.29;148.88;143.29;153.64;483.88442;614
13;1579132800;1579219199;86399;149.44;147.54;142.33;149.44;173.48222;360
14;1579219200;1579305599;86399;145.76;154.85;145.76;156.12;544.50822;644
15;1579305600;1579391999;86399;155.4;157.34;149.15;161.05;414.50488;268
16;1579392000;1579478399;86399;157.0;150.34;146.21;159.99;327.32154;330
17;1579478400;1579564799;86399;149.63;151.53;142.86;151.55;1469.66706;440
18;1579564800;1579651199;86399;149.34;152.48;146.29;152.5;723.22822;386
19;1579651200;1579737599;86399;152.48;150.47;148.32;153.38;197.28678;208
20;1579737600;1579823999;86399;150.47;147.33;142.05;150.47;541.38026;468
21;1579824000;1579910399;86399;147.33;146.98;140.2;149.42;193.54034;258
22;1579910400;1579996799;86399;146.98;145.0;143.17;147.74;167.21254;164
23;1579996800;1580083199;86399;144.42;151.79;144.42;152.0;299.23516;388
24;1580083200;1580169599;86399;152.04;154.16;149.7;155.68;228.801;246
25;1580169600;1580255999;86399;154.86;159.67;154.62;159.67;199.82214;254
26;1580256000;1580342399;86399;159.6;157.81;157.81;161.88;166.8009;288
27;1580342400;1580428799;86399;156.95;167.0;155.0;168.91;505.55574;438
28;1580428800;1580515199;86399;166.76;162.71;158.85;166.76;256.50646;330
29;1580515200;1580601599;86399;162.09;165.29;162.0;166.24;107.75416;140
30;1580601600;1580687999;86399;163.61;169.73;160.5;173.72;230.81496;350
31;1580688000;1580774399;86399;170.98;171.61;169.0;176.49;311.6276;250
32;1580774400;1580860799;86399;172.4;170.66;166.81;172.67;109.5463;122
33;1580860800;1580947199;86399;171.9;185.9;170.44;189.26;448.15132;458
34;1580947200;1581033599;86399;183.43;194.06;182.26;195.58;376.66158;410
35;1581033600;1581119999;86399;194.69;203.78;194.69;204.14;477.36304;396
36;1581120000;1581206399;86399;204.02;204.62;195.0;207.51;451.51964;382
37;1581206400;1581292799;86399;206.76;208.46;205.08;210.8;194.17668;338
38;1581292800;1581379199;86399;208.55;205.5;198.22;209.0;724.34848;744
39;1581379200;1581465599;86399;204.29;217.91;197.05;218.92;817.87954;1034
40;1581465600;1581551999;86399;218.07;244.11;218.07;252.3;1338.40318;1396
41;1581552000;1581638399;86399;245.56;246.82;234.26;255.0;1151.62274;1300
42;1581638400;1581724799;86399;247.04;264.05;240.54;264.05;769.05458;1108
43;1581724800;1581811199;86399;265.13;243.96;241.54;265.66;1468.9709;1532
44;1581811200;1581897599;86399;242.67;240.53;219.08;252.34;2649.2155;2264
45;1581897600;1581983999;86399;239.1;247.0;222.74;247.0;2087.17316;1730
46;1581984000;1582070399;86399;246.2;261.34;237.0;266.0;1680.96192;1424
47;1582070400;1582156799;86399;261.12;240.0;234.0;264.84;1540.25212;1064
48;1582156800;1582243199;86399;239.29;241.16;228.34;243.55;1256.90714;1240
49;1582243200;1582329599;86399;238.0;245.7;231.72;247.25;693.57956;422
50;1582329600;1582415999;86399;243.93;241.92;237.19;244.64;226.77004;168
51;1582416000;1582502399;86399;242.6;255.0;241.34;255.0;743.06054;742
52;1582502400;1582588799;86399;254.12;243.5;235.97;256.32;1098.2767;826
53;1582588800;1582675199;86399;241.41;226.96;221.02;243.55;1085.216;1048
54;1582675200;1582761599;86399;228.27;205.99;197.04;228.97;2543.54066;2512
55;1582761600;1582847999;86399;205.31;204.45;193.18;217.26;1592.11552;1518
56;1582848000;1582934399;86399;208.38;208.1;194.65;213.16;478.19578;588
57;1582934400;1583020799;86399;208.35;198.01;198.01;211.85;744.75988;554
58;1583020800;1583107199;86399;198.36;197.2;193.0;206.19;780.48984;696
59;1583107200;1583193599;86399;196.56;207.09;195.88;210.85;750.07528;1008
60;1583193600;1583279999;86399;207.98;200.89;197.42;209.59;462.00658;660
61;1583280000;1583366399;86399;200.01;202.73;199.74;206.0;615.32228;460
62;1583366400;1583452799;86399;203.8;204.97;203.8;210.85;854.82288;386
63;1583452800;1583539199;86399;205.83;219.03;205.32;219.54;876.658;674
64;1583539200;1583625599;86399;218.11;213.0;211.1;224.89;390.6728;470
65;1583625600;1583711999;86399;211.4;175.27;174.08;211.4;2636.29024;1366
